,,timestamp,duration,training_speed,epochs,iterations,samples,training_rmse,training_logloss,training_r2,training_auc,training_lift,training_classification_error,validation_rmse,validation_logloss,validation_r2,validation_auc,validation_lift,validation_classification_error
0,,2018-10-10 20:10:43, 0.000 sec,,0.0,0,0.0,,,,,,,,,,,,
1,,2018-10-10 20:10:44,20.295 sec,93043 obs/sec,10.0,1,2140.0,0.316837578615103,0.34561722717253,0.5961985417835816,0.9446640316205533,2.1616161616161618,0.11682242990654206,0.4096665607362775,0.6960844746640921,0.327771111382295,0.8543956043956044,2.076923076923077,0.18518518518518517
2,,2018-10-10 20:10:49,25.303 sec,310892 obs/sec,7290.0,729,1560060.0,0.003026781020730275,0.0005588143560472644,0.9999631483857971,1.0,2.1616161616161618,0.0,0.46886640897961784,3.2070008142449904,0.11944927360866253,0.8296703296703296,2.076923076923077,0.2222222222222222
