,,timestamp,duration,training_speed,epochs,iterations,samples,training_rmse,training_logloss,training_r2,training_classification_error,validation_rmse,validation_logloss,validation_r2,validation_classification_error
0,,2018-10-10 19:28:00, 0.000 sec,,0.0,0,0.0,,,,,,,,
1,,2018-10-10 19:28:00, 4 min 10.114 sec,13273 obs/sec,10.0,1,2230.0,0.5352345565487912,1.8196550691683908,0.8168920269154127,0.3094170403587444,0.6622627764761972,2.947393892209081,0.6175126625994729,0.44642857142857145
2,,2018-10-10 19:28:05, 4 min 15.129 sec,21964 obs/sec,510.0,51,113730.0,0.07742246205027625,0.019784298966952774,0.9961686403550215,0.008968609865470852,0.6465957164902518,4.954947946245708,0.6353955059649645,0.42857142857142855
3,,2018-10-10 19:28:08, 4 min 18.787 sec,22471 obs/sec,890.0,89,198470.0,0.0390469439988098,0.004170766908798843,0.9990254748222045,0.004484304932735426,0.6452084070941917,4.913588979479945,0.6369583885977097,0.42857142857142855
