,,timestamp,duration,number_of_trees,training_rmse,training_logloss,training_classification_error,validation_rmse,validation_logloss,validation_classification_error
0,,2018-10-10 19:23:14, 1.267 sec,0.0,,,,,,
1,,2018-10-10 19:23:14, 1.277 sec,1.0,0.7455585073773253,18.11192191476182,0.5434782608695652,0.7728015412913086,19.23831889241746,0.6071428571428571
2,,2018-10-10 19:23:14, 1.287 sec,2.0,0.7267542836544458,17.008530455200145,0.475177304964539,0.7189990863282433,15.613801316263709,0.5178571428571429
3,,2018-10-10 19:23:14, 1.313 sec,3.0,0.7371665370188027,17.210319989224647,0.5170454545454546,0.6717277398362314,12.028430608310073,0.4642857142857143
4,,2018-10-10 19:23:14, 1.332 sec,4.0,0.7111147561856361,15.376814402210771,0.51,0.6702380296873933,11.458464321899422,0.42857142857142855
5,,2018-10-10 19:23:14, 1.390 sec,5.0,0.6768641087899925,12.466954106707426,0.4782608695652174,0.6664339735563635,9.739558127614432,0.48214285714285715
6,,2018-10-10 19:23:14, 1.427 sec,6.0,0.6696314291905315,11.976845757069373,0.48826291079812206,0.6502540753549645,7.976911675237878,0.4642857142857143
7,,2018-10-10 19:23:14, 1.443 sec,7.0,0.6664771729154177,11.280460749051814,0.48623853211009177,0.6410554369401134,6.810505939128342,0.44642857142857145
8,,2018-10-10 19:23:14, 1.453 sec,8.0,0.6572402806072875,10.370148796388143,0.46788990825688076,0.6208966734640293,6.173477023573256,0.4107142857142857
9,,2018-10-10 19:23:14, 1.465 sec,9.0,0.6523414995187223,9.585655747226049,0.4703196347031963,0.6225398487144695,6.176920533636105,0.4107142857142857
10,,2018-10-10 19:23:14, 1.475 sec,10.0,0.6330500195521704,8.46744617885105,0.45454545454545453,0.6216079328703256,6.17659749719797,0.42857142857142855
11,,2018-10-10 19:23:14, 1.486 sec,11.0,0.62616682494464,7.722700619391782,0.42727272727272725,0.6210627776661818,5.048333614212587,0.42857142857142855
12,,2018-10-10 19:23:14, 1.496 sec,12.0,0.6233793393825258,7.2206431657645584,0.42792792792792794,0.6144169662228538,3.8996560911692755,0.4107142857142857
13,,2018-10-10 19:23:14, 1.507 sec,13.0,0.62142818342474,6.899812608057136,0.4304932735426009,0.6136221451330912,3.3387479954540695,0.4107142857142857
14,,2018-10-10 19:23:14, 1.517 sec,14.0,0.6208757787817981,6.758532032990292,0.4260089686098655,0.6160059938872579,3.3500372925004234,0.4107142857142857
15,,2018-10-10 19:23:14, 1.528 sec,15.0,0.6166957673756259,6.171482716272796,0.4260089686098655,0.6150958824813908,3.336615168830137,0.4107142857142857
16,,2018-10-10 19:23:14, 1.538 sec,16.0,0.6173792557694028,5.890359832630306,0.4304932735426009,0.6099974647881248,2.742608305157362,0.39285714285714285
17,,2018-10-10 19:23:14, 1.550 sec,17.0,0.6138985657785345,5.881057454304762,0.4170403587443946,0.6129891399990985,2.758372960367081,0.39285714285714285
18,,2018-10-10 19:23:14, 1.573 sec,18.0,0.61056456880342,5.155879037492457,0.4304932735426009,0.6121540409528934,2.7540283727008092,0.4107142857142857
