,,timestamp,duration,iteration,lambda,predictors,deviance_train,deviance_test,deviance_xval,deviance_se
0,,2018-10-10 19:23:17, 0.000 sec,2,.24E2,130,2.5804086283096357,2.467340969653009,2.625252737073897,0.07492622109699197
1,,2018-10-10 19:23:17, 0.034 sec,4,.18E2,130,2.5702504164369695,2.459437174021096,2.619274296462094,0.07491421447698005
2,,2018-10-10 19:23:18, 0.079 sec,6,.13E2,130,2.5567716192320704,2.4489558878274598,2.610104487413863,0.07457866821594877
3,,2018-10-10 19:23:18, 0.121 sec,8,.93E1,130,2.5390799670842363,2.435217953192685,2.597987900074102,0.07415864189604023
4,,2018-10-10 19:23:18, 0.146 sec,10,.68E1,130,2.516216813663981,2.4175219301342468,2.5821796370580343,0.07360498638478433
5,,2018-10-10 19:23:18, 0.166 sec,12,.49E1,130,2.4872346528228766,2.395157872269568,2.5619222531643855,0.07289802034861875
6,,2018-10-10 19:23:18, 0.182 sec,14,.36E1,130,2.4513605456136527,2.367589792032043,2.5365355933162417,0.07201666345272442
7,,2018-10-10 19:23:18, 0.206 sec,16,.26E1,130,2.40823957430429,2.3346448946169103,2.5055960604186565,0.0709468972336941
8,,2018-10-10 19:23:18, 0.231 sec,18,.19E1,130,2.3580061485295416,2.2965684669496005,2.4691625114478644,0.0697181590705949
9,,2018-10-10 19:23:18, 0.250 sec,20,.14E1,130,2.301381630615664,2.254187016317842,2.4278742633961787,0.0683829234577504
10,,2018-10-10 19:23:18, 0.271 sec,22,.1E1,130,2.2397486604374373,2.208848512766811,2.383095383738402,0.06706639687385868
11,,2018-10-10 19:23:18, 0.294 sec,24,.73E0,130,2.1746158100180604,2.16219042764244,2.336650025221209,0.06590229740313243
12,,2018-10-10 19:23:18, 0.315 sec,26,.53E0,130,2.1075712154583197,2.1158321224592873,2.2906539802257644,0.06510909562493343
13,,2018-10-10 19:23:18, 0.333 sec,28,.39E0,130,2.040268800558733,2.071909359877401,2.2473333193027285,0.06485826303367835
14,,2018-10-10 19:23:18, 0.350 sec,30,.28E0,130,1.9741071793860725,2.0318976999699956,2.208444094738918,0.06533668845970045
15,,2018-10-10 19:23:18, 0.365 sec,32,.21E0,130,1.9101306670443716,1.9974295577984247,2.175550278002118,0.06669885017837189
16,,2018-10-10 19:23:18, 0.380 sec,34,.15E0,130,1.8493420395313296,1.9694137449996785,2.149749848998861,0.06903202095198971
17,,2018-10-10 19:23:18, 0.396 sec,36,.11E0,130,1.7925263132973535,1.9489089997866202,2.1315739029485092,0.07242693572855083
18,,2018-10-10 19:23:18, 0.416 sec,38,.79E-1,130,1.7401626530041976,1.9363541010985437,2.1213781107797565,0.07692417041891052
19,,2018-10-10 19:23:18, 0.436 sec,40,.58E-1,130,1.6924645459132104,1.9318802344289847,2.1189050357595347,0.0826237043260858
20,,2018-10-10 19:23:18, 0.456 sec,42,.42E-1,130,1.649561393974726,1.9352958899860737,2.1242906433960003,0.08970035028773941
21,,2018-10-10 19:23:18, 0.475 sec,44,.31E-1,130,1.6113145630136678,1.9461188882120306,0.0,0.0
